sample_id,temperature,variation_id,label,source_text,variation_text,delta_score_2gram,delta_entropy_2gram,delta_variance_2gram,delta_score_3gram,delta_entropy_3gram,delta_variance_3gram,delta_score_4gram,delta_entropy_4gram,delta_variance_4gram,delta_score_5gram,delta_entropy_5gram,delta_variance_5gram
0,0.7,1,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Does losing consciousness indicate neuropsychological declines after a concussion? Loss of consciousness may suggest neuropsychological issues post-concussion but is not the only factor. Severity of the concussion, the person’s health, and time since injury also play key roles. Hence, thorough neuropsychological evaluations are essential after a concussion.",1.8948778188548325e-07,0.11346313061701885,0.03363492673757956,0.014507411718254981,0.13747292640218056,0.018860946745562133,0.014486412327622933,0.16705408466316607,0.0,1.8948778188548325e-07,0.1706255170307629,0.0
0,0.7,2,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Is loss of consciousness a predictor of neuropsychological impairments after a concussion? While loss of consciousness can signal neuropsychological problems following a concussion, it is not the only predictor. Other factors such as how severe the concussion was, the individual's overall health, and how much time has passed since the injury also affect cognitive outcomes. Therefore, detailed neuropsychological testing is crucial after a concussion.",2.1317375462116866e-07,0.16515301602662458,0.00786332179930796,0.016320838183036854,0.1606393824029153,0.0027362490836432864,0.0162972138685758,0.1596301455918825,0.0,2.1317375462116866e-07,0.16251892949777424,0.0
0,0.7,3,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Can loss of consciousness forecast neuropsychological deficits after concussion? Loss of consciousness might be an indicator of neuropsychological deficits post-concussion but isn’t the sole predictor. The severity of the injury, the patient’s health condition, and duration since the trauma also greatly influence cognitive effects. Thus, comprehensive neuropsychological assessment is important after a concussion.",4.737194547137081e-08,0.04070249542113702,0.0021127298458399058,0.0036268529295637453,0.03949202582307443,0.0007390532544378596,0.003621603081905733,0.03922071315328246,0.0,4.737194547137081e-08,0.04000533461369837,0.0
0,0.7,4,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Does unconsciousness predict cognitive decline following a concussion? Unconsciousness can be a sign of neuropsychological decline after a concussion, yet it is not the only factor. Variables like concussion severity, the individual's health status, and time elapsed since injury also significantly impact cognitive function. Consequently, a thorough neuropsychological evaluation is essential post-concussion.",7.105791820705622e-08,0.019857939555600446,0.05536332179930796,0.005440279394345618,0.03211241074435467,0.018860946745562133,0.0054324046228586,0.05942342047080107,0.0,7.105791820705622e-08,0.06062462181643413,0.0
0,0.7,5,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Is loss of consciousness a reliable indicator of neuropsychological decline after concussion? Loss of consciousness can indicate neuropsychological decline after a concussion but isn’t the sole determinant. Other aspects such as the severity of the concussion, individual health, and injury duration also affect the cognitive outcome. Hence, comprehensive neuropsychological assessments are necessary after a concussion.",0.0,0.05134423559703327,0.03626516633063791,0.0,0.026156497379620447,0.018816869478966883,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7,6,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Does experiencing loss of consciousness predict cognitive deficits after a concussion? Experiencing loss of consciousness may indicate cognitive deficits following a concussion; however, it is not the only factor to consider. The severity of the concussion, the health condition of the individual, and time since injury also play crucial roles. Therefore, detailed neuropsychological evaluations are vital after concussion.",7.105791820705622e-08,0.009478806146535845,0.031544962224360734,0.005440279394345618,0.03170576166550987,0.016804348178992037,0.0054324046228586,0.030884114630681303,0.0181755829903978,7.105791820705622e-08,0.05715841383995013,0.0
0,0.7,7,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Can loss of consciousness after a concussion indicate neuropsychological impairments? Loss of consciousness can be an indicator of neuropsychological impairments following a concussion, but it is not the only factor affecting outcomes. The severity of the concussion, the individual’s health status, and the time since the injury also significantly influence cognitive effects. Thus, thorough neuropsychological assessments are essential post-concussion.",9.474389094274162e-08,0.10067206354597413,0.020924546289103868,0.0072537058591274906,0.07459489795819252,0.0013226814394396783,0.007243206163811466,0.07410797215372167,0.0,9.474389094274162e-08,0.07550755250814589,0.0
0,0.7,8,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Is loss of consciousness predictive of neuropsychological decrements after a concussion? Loss of consciousness may predict neuropsychological decrements after a concussion; however, it is not the sole determinant. Factors like the severity of the concussion, the individual’s health, and the time elapsed since injury also play significant roles. Therefore, comprehensive neuropsychological assessment is crucial following concussion.",2.3685972735685406e-08,0.03066126803806224,0.03463667820069202,0.0018134264647818726,0.03216772300377535,0.03650237505374583,0.0018108015409528666,0.007108302408927791,0.018860946745562133,2.3685972735685406e-08,0.019418085857102696,0.0
0,0.7,9,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Does loss of consciousness serve as an indicator of neuropsychological deficits post-concussion? Loss of consciousness can serve as an indicator of neuropsychological deficits after a concussion, but it is not the only determining factor. The severity of the concussion, the patient's health condition, and the duration since injury also substantially influence cognitive outcomes. Hence, a thorough neuropsychological assessment is vital after concussion.",1.6580180914979784e-07,0.017097074464271778,0.07279616556274261,0.012693985253473108,0.011579709937611149,0.07990448535320335,0.012675610786670066,0.03230766694328269,0.06743801652892563,1.6580180914979784e-07,0.05691249707451229,0.051570247933884296
0,0.7,10,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: Loss of consciousness can be an indicator of neuropsychological decrements following a concussion. However, it's not the sole determinant. Factors like concussion severity, individual's health status, and the duration since the injury also significantly influence cognitive impact. Therefore, comprehensive neuropsychological assessment is vital post-concussion.","Is the presence of loss of consciousness after a concussion indicative of neuropsychological decline? The presence of loss of consciousness can indicate neuropsychological decline following a concussion, yet it is not the sole factor. Severity of the concussion, the individual's health status, and time since injury also significantly affect cognitive function. Therefore, comprehensive neuropsychological evaluation is necessary post-concussion.",7.105791820705622e-08,0.009478806146535845,0.031544962224360734,0.005440279394345618,0.017804751231628835,0.052144970414201186,0.0054324046228586,0.01952658941004204,0.0543639053254438,7.105791820705622e-08,0.005814178242916412,0.036982248520710054
1,0.7,1,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Yes, a transgastric endoscopic splenectomy is possible. This procedure involves using an endoscope to remove the","Question: Is transgastric endoscopic splenectomy feasible? Answer: Yes, transgastric endoscopic splenectomy can be performed. This technique uses an endoscope to excise the...",4.73719454713706e-08,0.1627261447233197,0.05079439573269843,0.003626852929563759,0.16462489786031975,0.049861495844875335,0.003621603081905747,0.10008345855698142,0.0,4.7371945471370706e-08,0.10536051565782545,0.0
1,0.7,2,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Yes, a transgastric endoscopic splenectomy is possible. This procedure involves using an endoscope to remove the","Question: Can transgastric endoscopic splenectomy be done? Answer: Yes, it is possible to perform a transgastric endoscopic splenectomy. This method employs an endoscope for spleen removal...",4.73719454713706e-08,0.08820350236903352,0.0034578741965105714,0.003626852929563759,0.08701137698962969,0.0,0.003621603081905747,0.090971778205728,0.0,4.737194547137076e-08,0.09531017980432521,0.0
1,0.7,3,ai,"Question: Transgastric endoscopic splenectomy: is it possible? Answer: Yes, a transgastric endoscopic splenectomy is possible. This procedure involves using an endoscope to remove the","Question: Is it possible to carry out transgastric endoscopic splenectomy? Answer: Yes, a transgastric endoscopic splenectomy is achievable. The procedure entails using an endoscope to remove the...",7.10579182070559e-08,0.1295569760778843,0.00498842975206612,0.005440279394345639,0.1278333715098845,0.0,0.005432404622858621,0.13353139262452363,0.0,7.105791820705617e-08,0.13976194237515926,0.0
