sample_id,temperature,variation_id,label,source_text,variation_text,delta_score_2gram,delta_entropy_2gram,delta_variance_2gram,delta_score_3gram,delta_entropy_3gram,delta_variance_3gram,delta_score_4gram,delta_entropy_4gram,delta_variance_4gram,delta_score_5gram,delta_entropy_5gram,delta_variance_5gram
0,0.1,1,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Does losing consciousness indicate neuropsychological decline following a concussion? The study's findings question the significance of LOC in forecasting long-term neuropsychological impairments. While LOC is commonly considered a marker of concussion severity, our results imply that other elements might be more crucial in cognitive recovery.",2.6054570009253947e-07,0.19793819929384737,0.0181755829903978,0.0199476911126006,0.22778393087071303,0.0,0.019918816950481533,0.2326222952687531,0.0,2.6054570009253947e-07,0.23767165187712003,0.0
0,0.1,2,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Is loss of consciousness a predictor of neuropsychological impairments after a concussion? This study's outcomes challenge the role of LOC as a reliable indicator of long-term neuropsychological deficits. Although LOC is frequently used to gauge concussion severity, our data suggest other factors may be more influential in cognitive recovery.",1.6580180914979784e-07,0.11092682230421813,0.0181755829903978,0.012693985253473108,0.13883644485421742,0.0,0.012675610786670066,0.14165051706302645,0.0,1.6580180914979784e-07,0.14458122881110835,0.0
0,0.1,3,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Can loss of consciousness predict neuropsychological deficits post-concussion? The findings from this research cast doubt on LOC's value as a predictor of lasting neuropsychological issues. Despite LOC being a common marker for concussion severity, our study indicates that other variables could be more important in cognitive recovery.",2.1317375462116866e-07,0.15348643672301465,0.0181755829903978,0.016320838183036854,0.18232155679395579,0.0,0.0162972138685758,0.18610227963385917,0.0,2.1317375462116866e-07,0.1900436028878656,0.0
0,0.1,4,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Does loss of consciousness forecast neuropsychological decline after a concussion? The study results question the relevance of LOC as a predictor of long-term neuropsychological deficits. Even though LOC is often used to assess concussion severity, our findings suggest other factors may have a greater impact on cognitive recovery.",1.8948778188548325e-07,0.1319802315020513,0.0181755829903978,0.014507411718254981,0.16034265007518078,0.0,0.014486412327622933,0.16362942378180145,0.0,1.8948778188548325e-07,0.16705408466316607,0.0
0,0.1,5,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Is loss of consciousness an indicator of neuropsychological decline following concussion? The research findings undermine the importance of LOC as a predictor of enduring neuropsychological deficits. While LOC is typically used as a severity marker, our results point to other factors playing a more significant role in cognitive recovery.",1.6580180914979784e-07,0.13980795482754882,0.002648319227800483,0.012693985253473108,0.13883644485421742,0.0,0.012675610786670066,0.14165051706302645,0.0,1.6580180914979784e-07,0.14458122881110835,0.0
0,0.1,6,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Does experiencing loss of consciousness predict neuropsychological impairments after a concussion? The study's conclusions cast doubt on LOC's predictive value for long-term neuropsychological deficits. Although LOC is commonly regarded as a marker of concussion severity, our findings highlight the potential importance of other factors in cognitive recovery.",2.1317375462116866e-07,0.15348643672301465,0.0181755829903978,0.016320838183036854,0.18232155679395579,0.0,0.0162972138685758,0.18610227963385917,0.0,2.1317375462116866e-07,0.1900436028878656,0.0
0,0.1,7,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Can loss of consciousness serve as a predictor for neuropsychological deficits after concussion? The results from this study question the significance of LOC in predicting long-term neuropsychological impairments. Despite LOC being a frequent marker of concussion severity, our data suggest other factors may be more critical in cognitive recovery.",1.6580180914979784e-07,0.11092682230421813,0.0181755829903978,0.012693985253473108,0.13883644485421742,0.0,0.012675610786670066,0.14165051706302645,0.0,1.6580180914979784e-07,0.14458122881110835,0.0
0,0.1,8,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Is loss of consciousness a reliable predictor of neuropsychological decline post-concussion? The study's findings challenge the importance of LOC as an indicator of lasting neuropsychological deficits. Although LOC is often used to measure concussion severity, our results imply that other factors might play a more vital role in cognitive recovery.",1.4211583641411244e-07,0.09030753510148237,0.0181755829903978,0.010880558788691236,0.11778303565638426,0.0,0.0108648092457172,0.12014431184206309,0.0,1.4211583641411244e-07,0.12260232209233335,0.0
0,0.1,9,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Does loss of consciousness predict long-term neuropsychological deficits after concussion? The findings from this study cast doubt on the role of LOC as a predictor of neuropsychological impairments. While LOC is commonly used as a marker of concussion severity, our research suggests other factors may be more influential in cognitive recovery.",1.1842986367842703e-07,0.09783071500636176,0.0018160871470449327,0.009067132323909363,0.0971637484536485,0.0,0.009054007704764333,0.09909090264422993,0.0,1.1842986367842703e-07,0.10109611687136999,0.0
0,0.1,10,ai,"Question: Does loss of consciousness predict neuropsychological decrements after concussion? Answer: The results of this study cast doubt on the importance of LOC as a predictor of long-term neuropsychological deficits. Although LOC is often used as a marker of concussion severity, our findings suggest that other factors may play a more significant role in cognitive recovery. 
","Is loss of consciousness a key predictor of neuropsychological impairments following concussion? The study results question the importance of LOC in forecasting long-term neuropsychological deficits. Although LOC is frequently used as a severity marker, our findings indicate that other factors could be more significant in cognitive recovery.",2.1317375462116866e-07,0.15348643672301465,0.0181755829903978,0.016320838183036854,0.18232155679395579,0.0,0.0162972138685758,0.18610227963385917,0.0,2.1317375462116866e-07,0.1900436028878656,0.0
